Area,Item,Year,Rainfall,Pesticides,Temperature,Rainfall_Category,Temperature_Band,Pesticide_Category,Rainfall_Temp_Index,Pesticide_Efficiency,Log_Pesticides
Saudi Arabia,Potatoes,2007,59.0,4216.71,26.58,Very Low,Warm,Medium,1568.2199999999998,54.63296433372612,8.347047605711637
Mexico,Sorghum,1995,758.0,34468.93,22.79,Low,Warm,High,17274.82,0.881492941819145,10.44784262875747
India,Wheat,2010,1083.0,40093.69,26.61,Moderate,Warm,High,28818.63,0.7081985170604885,10.598999185573879
Zambia,Soybeans,1998,1020.0,1670.0,21.32,Moderate,Warm,Medium,21746.4,6.340514661879114,7.421177528595393
Malaysia,Maize,2002,2875.0,39406.48,27.57,Very High,Warm,High,79263.75,0.772315306637217,10.581710924982964
Brazil,Sweet potatoes,1990,1761.0,49695.0,24.64,High,Warm,Very High,43391.04,2.045657598197038,10.813679725948413
Japan,Wheat,2010,1668.0,55576.0,15.87,High,Cool,Very High,26471.16,0.49682422584882235,10.925524725589275
Greece,Maize,2001,652.0,10725.0,18.67,Low,Cool,Medium,12172.840000000002,9.6460003729256,9.280425979542871
Mauritania,Yams,2000,92.0,39.09,27.66,Very Low,Warm,Low,2544.72,1563.6068845098528,3.6911269266544156
Spain,"Rice, paddy",1995,636.0,27852.0,17.33,Low,Cool,High,11021.88,2.1706458909273687,10.234695959482242
Sweden,Wheat,2007,624.0,2157.0,8.16,Low,Cold,Medium,5091.84,28.994902687673772,7.67693714581808
Pakistan,"Rice, paddy",2010,494.0,2968.44,28.0,Very Low,Warm,Medium,13832.0,10.300932162293227,7.996128661829994
Indonesia,Potatoes,1991,2702.0,3259.0,27.04,Very High,Warm,Medium,73062.08,40.71196319018405,8.089482474360754
India,Potatoes,2010,1083.0,40093.69,25.54,Moderate,Warm,High,27659.82,4.9707080912709385,10.598999185573879
India,Wheat,1993,1083.0,66388.0,25.97,Moderate,Warm,Very High,28125.51,0.35046468541475245,11.103286659090351
Colombia,Cassava,1998,3240.0,60687.0,23.07,Very High,Warm,Very High,74746.8,1.4882843395728975,11.01350126392868
Turkey,Maize,1990,593.0,29918.0,17.94,Low,Cool,High,10638.42,1.3637822119723253,10.306249009069978
Spain,Wheat,2002,636.0,40727.0,17.51,Low,Cool,High,11136.36,0.6960076605774896,10.614671095582173
Portugal,Wheat,1999,854.0,15411.0,16.09,Low,Cool,High,13740.86,1.0372437062029587,9.642901705746048
India,Wheat,1997,1083.0,52279.0,24.55,Moderate,Warm,Very High,26587.65,0.5124139250191277,10.864369167738158
Senegal,Sweet potatoes,2000,686.0,491.03,25.26,Low,Warm,Low,17328.36,203.4266203280288,6.198539690243127
Mali,Soybeans,1997,282.0,24.28,27.38,Very Low,Warm,Low,7721.16,633.3069620253165,3.2300135692786567
Libya,Wheat,2013,56.0,3548.0,19.93,Very Low,Cool,Medium,1116.08,2.241476472245703,8.174421152646497
India,Potatoes,2013,1083.0,45620.0,27.44,Moderate,Warm,High,29717.52,4.989062054755485,10.728123415808568
Ecuador,Soybeans,2012,2274.0,11469.74,22.16,Very High,Warm,Medium,50391.840000000004,1.4753189419339992,9.347554724171372
Brazil,Yams,1991,1761.0,58349.44,27.21,High,Warm,Very High,47916.810000000005,1.5655923074444682,10.974222178388928
Ecuador,Plantains and others,1993,2274.0,1844.0,21.86,Very High,Warm,Medium,49709.64,50.43523035230352,7.520234556474628
Ghana,"Rice, paddy",1999,1187.0,114.13,26.74,Moderate,Warm,Low,31740.379999999997,173.01311560844263,4.746061924685573
Qatar,Potatoes,1995,74.0,4.0,27.16,Very Low,Warm,Low,2009.84,18333.4,1.6094379124341003
Australia,"Rice, paddy",2011,534.0,47632.99,17.71,Low,Cool,Very High,9457.140000000001,2.0036322802267876,10.771301861019065
Pakistan,Maize,1993,494.0,4945.0,27.72,Very Low,Warm,Medium,13693.68,2.827133036797412,8.506334448081361
Brazil,Wheat,2008,1761.0,111654.5,17.88,High,Cool,Very High,31486.679999999997,0.22835417870145225,11.62317351713876
Spain,Wheat,1999,636.0,33614.0,17.43,Low,Cool,High,11085.48,0.6243343745351777,10.422727674903138
Brazil,Potatoes,1992,1761.0,67003.89,24.24,High,Warm,Very High,42686.64,2.095847034447784,11.11252088078445
Armenia,Maize,2012,562.0,278.72,10.2,Low,Cool,Low,5732.4,222.4188474188474,5.633789102835666
Guinea,Sweet potatoes,1999,1651.0,205.71,27.12,High,Warm,Low,44775.12,184.42262106332544,5.331316844811145
Kenya,Soybeans,1998,630.0,4114.0,16.53,Low,Cool,Medium,10413.900000000001,1.993681652490887,8.32239411311117
Guatemala,Maize,1991,1996.0,12004.33,19.91,High,Cool,Medium,39740.36,1.5361510262525062,9.393105996823989
Lithuania,Maize,2010,656.0,1803.77,6.14,Low,Cold,Medium,4027.8399999999997,37.068989400311395,7.498188438825162
Mexico,Soybeans,2001,758.0,31373.3,20.15,Low,Warm,High,15273.699999999999,0.5260037674147312,10.353744365428224
India,"Rice, paddy",1992,1083.0,70791.0,25.91,Moderate,Warm,Very High,28060.53,0.3685727200813651,11.167501278947187
Sri Lanka,Cassava,2001,1712.0,1705.05,26.63,High,Warm,Medium,45590.56,50.15093344274787,7.441936035945708
El Salvador,"Rice, paddy",2007,1784.0,1940.78,26.02,High,Warm,Medium,46419.68,38.444622974796324,7.571360357161095
India,Cassava,2011,1083.0,55540.0,27.02,Moderate,Warm,Very High,29262.66,4.148754973803136,10.924876765740112
Peru,Sorghum,1998,1738.0,4374.0,18.13,High,Cool,Medium,31509.94,8.213028571428572,8.383661798791715
Spain,Potatoes,1992,636.0,31839.0,16.35,Low,Cool,High,10398.6,6.327167085427136,10.368478639958319
Kenya,Potatoes,1995,630.0,4607.0,16.52,Low,Cool,Medium,10407.6,20.958116319444443,8.435549202375727
Austria,Potatoes,1999,1110.0,3418.6,9.17,Moderate,Cold,Medium,10178.7,67.38390455023979,8.137278864152078
Thailand,Soybeans,2005,1622.0,43831.0,27.92,High,Warm,High,45286.240000000005,0.3613341850702683,10.688119423218252
Brazil,Yams,2004,1761.0,111654.5,24.24,High,Warm,Very High,42686.64,0.8270528545391853,11.62317351713876
India,Potatoes,1990,1083.0,75000.0,24.37,Moderate,Warm,Very High,26392.710000000003,2.0951187317502433,11.225256725762893
Pakistan,Potatoes,1994,494.0,6183.0,24.78,Very Low,Warm,Medium,12241.32,21.534767141009056,8.729720590267258
Bulgaria,Soybeans,1997,608.0,3262.25,8.26,Low,Cold,Medium,5022.08,2.9878188922086877,8.0904789102689
Argentina,Cassava,2005,591.0,65437.73,17.83,Low,Cool,Very High,10537.529999999999,1.5281470163005912,11.088869563997845
India,Maize,2007,1083.0,27422.77,25.59,Moderate,Warm,High,27713.97,0.8515240610608972,10.219165434547868
Australia,"Rice, paddy",1992,534.0,22234.0,11.21,Low,Cool,High,5986.14,3.9732853609174725,10.009422902944797
South Africa,Sorghum,1990,495.0,16582.0,20.56,Very Low,Warm,High,10177.199999999999,1.0491467165169148,9.716133353214099
Ireland,Wheat,1998,1118.0,2257.0,9.71,Moderate,Cold,Medium,10855.78,35.56687333923826,7.722234744709607
Niger,Maize,2000,151.0,62.0,29.43,Very Low,Warm,Low,4443.93,97.68253968253968,4.143134726391533
Canada,Potatoes,1991,537.0,29477.5,5.82,Low,Cold,High,3125.34,3.278219719456553,10.291416463054876
India,Wheat,1992,1083.0,70791.0,26.41,Moderate,Warm,Very High,28602.03,0.33817380494971183,11.167501278947187
Mali,Yams,1990,282.0,95.7,27.61,Very Low,Warm,Low,7786.0199999999995,466.29782833505686,4.571613402459248
Brazil,Wheat,2000,1761.0,111654.5,24.36,High,Warm,Very High,42897.96,0.13573894702903125,11.62317351713876
India,Cassava,1994,1083.0,61357.0,26.74,Moderate,Warm,Very High,28959.42,3.7554353140584764,11.024480840985804
Australia,Soybeans,2013,534.0,45177.18,19.98,Low,Cool,High,10669.32,0.49439795936888115,10.7183695058994
Turkey,Soybeans,2005,593.0,40332.0,19.44,Low,Cool,High,11527.92,0.8360647608657923,10.604925271413808
Latvia,Potatoes,2008,641.0,1033.0,7.67,Low,Cold,Low,4916.47,172.29013539651837,6.9411900550683745
India,Potatoes,1998,1083.0,49157.0,25.46,Moderate,Warm,Very High,27573.18,2.970421904878148,10.80279487936987
Latvia,Wheat,2012,641.0,1396.96,5.96,Low,Cold,Low,3820.36,31.25625912043263,7.242769310081125
Turkey,"Rice, paddy",2000,593.0,33471.0,17.97,Low,Cool,High,10656.21,1.8072418738049714,10.418464547424595
Mali,Cassava,2009,282.0,4.12,27.89,Very Low,Warm,Low,7864.9800000000005,35302.5390625,1.6331544390514163
Brazil,Cassava,2010,1761.0,111654.5,28.18,High,Warm,Very High,49624.979999999996,1.249369713090712,11.62317351713876
Portugal,Yams,2005,854.0,16353.0,16.43,Low,Cool,High,14031.22,9.586095144918675,9.702227794721923
Indonesia,Potatoes,1994,2702.0,1597.0,26.56,Very High,Warm,Low,71765.12,97.91864831038798,7.37650812632622
Niger,Sorghum,1994,151.0,62.0,29.05,Very Low,Warm,Low,4386.55,24.095238095238095,4.143134726391533
Qatar,Wheat,2008,74.0,68.0,27.92,Very Low,Warm,Low,2066.08,434.7826086956522,4.23410650459726
Albania,Maize,1999,1485.0,502.86,16.57,Moderate,Cool,Low,24606.45,74.336125114119,6.222298451706198
Indonesia,Cassava,2006,2702.0,1597.0,25.66,Very High,Warm,Low,69333.32,101.89549436795996,7.37650812632622
Zimbabwe,"Rice, paddy",2012,657.0,3375.53,20.52,Low,Warm,Medium,13481.64,6.687634938827731,8.124603833915453
Pakistan,Sorghum,2005,494.0,7914.31,26.04,Very Low,Warm,Medium,12863.76,0.7577719634480519,8.97655413768838
Cameroon,Maize,2010,1604.0,1160.63,25.7,High,Warm,Low,41222.799999999996,16.99422363403149,7.057579470183316
Uruguay,Maize,1995,1300.0,2413.02,16.66,Moderate,Cool,Medium,21658.0,10.160644899379458,7.789048686627299
Uganda,Plantains and others,2005,1180.0,88.0,24.29,Moderate,Warm,Low,28662.2,606.7415730337078,4.48863636973214
Morocco,Sweet potatoes,1996,346.0,11806.86,17.97,Very Low,Cool,Medium,6217.62,13.858226638865975,9.376520690401403
Thailand,"Rice, paddy",1998,1622.0,19212.0,28.44,High,Warm,High,46129.68,1.2585228751366262,9.8633424122317
Lithuania,Potatoes,2004,656.0,1023.6,6.43,Low,Cold,Low,4218.08,125.7095451883662,6.932057571505102
India,Sorghum,1994,1083.0,61357.0,25.71,Moderate,Warm,Very High,27843.93,0.12689461846865935,11.024480840985804
Pakistan,"Rice, paddy",1993,494.0,4945.0,23.08,Very Low,Warm,Medium,11401.519999999999,5.5392236150424585,8.506334448081361
Pakistan,Sorghum,1993,494.0,4945.0,25.04,Very Low,Warm,Medium,12369.76,1.1769106348564498,8.506334448081361
Australia,Soybeans,1991,534.0,17866.0,16.78,Low,Cool,High,8960.52,0.8703755526949124,9.790710714933168
Dominican Republic,Plantains and others,2013,1410.0,6316.61,26.88,Moderate,Warm,Medium,37900.799999999996,31.647885830242767,8.751096251061693
Uganda,Wheat,1993,1180.0,71.0,23.62,Moderate,Warm,Low,27871.600000000002,250.0,4.276666119016055
Greece,"Rice, paddy",2012,652.0,8002.2,18.82,Low,Cool,Medium,12270.64,9.362005197920832,8.9875967406833
Australia,Sorghum,2010,534.0,42169.39,12.37,Low,Cool,High,6605.58,0.7180156503176756,10.649473594978609
Netherlands,Maize,2005,778.0,10703.85,10.48,Low,Cool,Medium,8153.4400000000005,8.23934945375227,9.278452188781754
Italy,Sorghum,2005,832.0,84647.0,12.16,Low,Cool,Very High,10117.12,0.6917824402230413,11.346256760583998
Indonesia,Soybeans,1995,2702.0,1597.0,27.32,Very High,Warm,Low,73818.64,7.1157697121401755,7.37650812632622
Romania,Sorghum,2013,637.0,6947.9,13.94,Low,Cool,Medium,8879.779999999999,3.414353350890069,8.846338652650989
India,Sorghum,2013,1083.0,45620.0,26.69,Moderate,Warm,High,28905.27,0.1863615440257776,10.728123415808568
Kenya,Sweet potatoes,2013,630.0,1578.0,16.91,Low,Cool,Low,10653.3,78.9778340721976,7.364547014255642
Belarus,Maize,2010,618.0,8306.31,6.71,Low,Cold,Medium,4146.78,5.9352546131058075,9.024891129067417
Haiti,Sorghum,2010,1440.0,27.85,27.19,Moderate,Warm,Low,39153.6,317.5389948006932,3.3621099929541085
Australia,Maize,1994,534.0,21057.0,16.43,Low,Cool,High,8773.619999999999,2.213885459207902,9.955035814416705
Mali,Maize,2010,282.0,3.84,28.18,Very Low,Warm,Low,7946.76,5554.9586776859505,1.5769147207285403
Indonesia,Cassava,1999,2702.0,1597.0,27.17,Very High,Warm,Low,73413.34000000001,76.19712140175218,7.37650812632622
Australia,Maize,1994,534.0,21057.0,13.52,Low,Cool,High,7219.679999999999,2.213885459207902,9.955035814416705
Pakistan,Wheat,2008,494.0,4946.79,23.21,Very Low,Warm,Medium,11465.74,4.954535257155214,8.506696291221257
Brazil,Soybeans,2008,1761.0,111654.5,17.88,High,Cool,Very High,31486.679999999997,0.25222223714908804,11.62317351713876
United Kingdom,Wheat,1998,1220.0,35422.0,10.0,Moderate,Cold,High,12200.0,2.132569234678034,10.475116605660943
India,Maize,2004,1083.0,35113.0,24.85,Moderate,Warm,High,26912.550000000003,0.5431736629264681,10.466355190329153
Senegal,Potatoes,2000,686.0,491.03,25.26,Low,Warm,Low,17328.36,226.87234518220436,6.198539690243127
Canada,Soybeans,1997,537.0,38258.2,8.23,Low,Cold,High,4419.51,0.6753146955503513,10.55213933320951
Australia,Sweet potatoes,1998,534.0,37215.0,18.05,Low,Cool,High,9638.7,6.19158426483233,10.52449405531839
Australia,Maize,1995,534.0,25598.0,16.14,Low,Cool,High,8618.76,1.8853470838704638,10.150308567204695
Brazil,Yams,1996,1761.0,101621.67,17.83,High,Cool,Very High,31398.629999999997,0.9037058365028197,11.529021919158
Madagascar,Maize,1997,1513.0,139.89,19.97,High,Cool,Low,30214.609999999997,66.4915891830506,4.947979444065186
Turkey,Maize,1996,593.0,30286.0,19.47,Low,Cool,High,11545.71,1.2017037012579654,10.318473856527929
Mozambique,Sorghum,2001,1032.0,26.05,21.94,Moderate,Warm,Low,22642.08,212.1256931608133,3.2976870052924907
Pakistan,Potatoes,1995,494.0,7681.0,26.09,Very Low,Warm,Medium,12888.46,18.148659203332464,8.94663520890585
Brazil,Cassava,1990,1761.0,49695.0,18.47,High,Cool,Very High,32525.67,2.5259377012234383,10.813679725948413
Ecuador,Maize,1992,2274.0,2012.0,21.94,Very High,Warm,Medium,49891.560000000005,5.174366616989568,7.607381425639791
Burundi,"Rice, paddy",1998,1274.0,107.29,21.56,Moderate,Warm,Low,27467.44,276.3597746791024,4.6848128136402885
Algeria,Potatoes,1990,89.0,1828.92,17.48,Very Low,Cool,Medium,1555.72,43.13631196992218,7.512027529032907
Portugal,Potatoes,1996,854.0,12457.0,16.12,Low,Cool,Medium,13766.480000000001,11.703885053780704,9.430118265814091
Pakistan,Soybeans,1999,494.0,20450.0,25.5,Very Low,Warm,High,12597.0,0.7372744609065571,9.925787060030896
Papua New Guinea,Yams,2002,3142.0,105.0,25.48,Very High,Warm,Low,80058.16,1650.9433962264152,4.663439094112067
United Kingdom,Potatoes,2006,1220.0,22588.09,10.02,Moderate,Cool,High,12224.4,10.200765059592927,10.025222325339454
Uganda,Potatoes,1994,1180.0,59.0,23.6,Moderate,Warm,Low,27848.0,1393.9333333333334,4.0943445622221
Canada,Potatoes,2008,537.0,53707.3,5.01,Low,Cold,Very High,2690.37,2.347216352034974,10.891322830937034
Australia,"Rice, paddy",1993,534.0,23899.0,13.81,Low,Cool,High,7374.54,3.196652719665272,10.081633737919603
Zambia,Sorghum,2006,1020.0,1670.0,21.05,Moderate,Warm,Medium,21471.0,3.5984440454817475,7.421177528595393
Pakistan,Potatoes,2008,494.0,4946.79,27.23,Very Low,Warm,Medium,13451.62,33.25727243880601,8.506696291221257
India,Soybeans,1998,1083.0,49157.0,25.77,Moderate,Warm,Very High,27908.91,0.2237886000244111,10.80279487936987
Pakistan,Soybeans,1994,494.0,6183.0,26.87,Very Low,Warm,Medium,13273.78,1.2954398447606728,8.729720590267258
Central African Republic,Plantains and others,2007,1342.0,22.87,25.88,Moderate,Warm,Low,34730.96,1218.1818181818182,3.1726224403507386
Morocco,"Rice, paddy",2001,346.0,13842.57,18.56,Very Low,Cool,Medium,6421.759999999999,3.812094712563306,9.53557614388568
Madagascar,Maize,1998,1513.0,88.26,20.11,High,Warm,Low,30426.43,93.05399955187093,4.491553459201124
India,Potatoes,1992,1083.0,70791.0,26.82,Moderate,Warm,Very High,29046.06,2.2642954006102385,11.167501278947187
Mexico,Maize,1992,758.0,34468.93,17.33,Low,Cool,High,13136.14,0.6803030931597482,10.44784262875747
Central African Republic,Plantains and others,1996,1342.0,22.87,25.32,Moderate,Warm,Low,33979.44,1160.1591956430666,3.1726224403507386
Niger,Cassava,2010,151.0,11.49,30.32,Very Low,Hot,Low,4578.32,17436.669335468374,2.5249283241374862
India,Potatoes,2000,1083.0,44957.52,24.57,Moderate,Warm,High,26609.31,4.147000390582252,10.713495565876292
Malaysia,Maize,2001,2875.0,39406.48,27.24,Very High,Warm,High,78315.0,0.7728228244993082,10.581710924982964
Poland,Maize,1991,600.0,5422.0,7.9,Low,Cold,Medium,4740.0,8.93748847501383,8.59840444684106
India,Sweet potatoes,2006,1083.0,37423.0,26.99,Moderate,Warm,High,29230.17,2.3206765711842667,10.53006748882396
Turkey,Wheat,2002,593.0,27915.0,12.24,Low,Cool,High,7258.32,0.7524717008167359,10.236955280137042
Zambia,Potatoes,1993,1020.0,1080.0,21.0,Moderate,Warm,Low,21420.0,84.09713228492137,6.985641817639208
Pakistan,Potatoes,2005,494.0,7914.31,26.8,Very Low,Warm,Medium,13239.2,22.841177414403226,8.97655413768838
Angola,Cassava,2007,1010.0,40.0,24.24,Moderate,Warm,Low,24482.399999999998,2814.317073170732,3.713572066704308
Australia,Sorghum,2002,534.0,26651.0,18.93,Low,Cool,High,10108.619999999999,0.9215443493921657,10.190619473682428
Mexico,Soybeans,2007,758.0,64501.28,16.8,Low,Cool,Very High,12734.4,0.21892249390254112,11.074455850996317
Qatar,Maize,2002,74.0,68.0,28.25,Very Low,Warm,Low,2090.5,1806.1884057971015,4.23410650459726
France,Soybeans,1995,867.0,84011.0,11.69,Low,Cool,Very High,10135.23,0.30618245012617246,11.338714924765197
Australia,Wheat,2008,534.0,42935.38,17.32,Low,Cool,High,9248.880000000001,0.2512554621512107,10.667474764199465
Libya,Potatoes,1998,56.0,1262.38,19.75,Very Low,Cool,Low,1106.0,142.4749481549494,7.141545948040107
Portugal,Wheat,1991,854.0,9357.0,16.09,Low,Cool,Medium,13740.86,2.2421457576405213,9.143986871426161
Mauritius,Potatoes,1999,2041.0,501.85,24.11,Very High,Warm,Low,49208.51,458.2400318186338,6.220291914890489
India,Sweet potatoes,2010,1083.0,40093.69,26.51,Moderate,Warm,High,28710.33,2.296289109605287,10.598999185573879
Ecuador,Sorghum,2004,2274.0,29799.84,22.04,Very High,Warm,High,50118.96,0.6711220220638076,10.302291860015687
Pakistan,Soybeans,2011,494.0,1979.27,27.41,Very Low,Warm,Medium,13540.54,3.511137370156595,7.590988478028269
Spain,Sweet potatoes,1998,636.0,35070.0,12.4,Low,Cool,High,7886.400000000001,4.8253827949017705,10.465129857127469
Malaysia,Sweet potatoes,2006,2875.0,39406.48,27.29,Very High,Warm,High,78458.75,3.6254030960619654,10.581710924982964
Bulgaria,"Rice, paddy",2009,608.0,1717.25,9.74,Low,Cold,Medium,5921.92,30.416412047140987,7.449061610001714
Italy,Sorghum,2000,832.0,79447.0,8.13,Low,Cold,Very High,6764.160000000001,0.7985726512939281,11.282857998583195
South Africa,Soybeans,2004,495.0,26857.0,18.75,Very Low,Cool,High,9281.25,0.6067465931938343,10.198319007141121
Australia,"Rice, paddy",1993,534.0,23899.0,11.84,Low,Cool,High,6322.5599999999995,3.196652719665272,10.081633737919603
Iraq,Sorghum,2011,216.0,1795.94,23.44,Very Low,Warm,Medium,5063.04,17.737375761015947,7.4938404972444985
Belgium,Maize,2011,847.0,5740.44,11.69,Low,Cool,Medium,9901.43,20.78920967562145,8.655465328930864
India,"Rice, paddy",2002,1083.0,42482.56,26.55,Moderate,Warm,High,28753.65,0.6158382207140833,10.656872456547575
Sweden,Potatoes,1999,624.0,1602.0,8.02,Low,Cold,Medium,5004.48,143.74672489082968,7.3796321526095525
Mali,Potatoes,1995,282.0,28.73,27.25,Very Low,Warm,Low,7684.5,6127.648839556004,3.3921566370100065
Canada,Maize,1999,537.0,44293.0,7.75,Low,Cold,High,4161.75,1.8004018602971057,10.698604506679791
Malawi,Maize,2005,1181.0,295.51,21.37,Moderate,Warm,Low,25237.97,27.29418906613605,5.6920809446818605
Kazakhstan,Maize,1997,250.0,8112.0,4.52,Very Low,Cold,Medium,1130.0,2.2354246271416245,9.001222992395064
Romania,Potatoes,2010,637.0,7249.2,11.94,Low,Cool,Medium,7605.78,18.33880444677388,8.888784333675124
Zimbabwe,Wheat,2001,657.0,2988.54,20.86,Low,Warm,Medium,13705.02,17.728479966817638,8.002874808395353
India,Maize,1991,1083.0,72133.0,25.82,Moderate,Warm,Very High,27963.06,0.19079768209166273,11.186280779387824
India,Potatoes,2002,1083.0,42482.56,26.55,Moderate,Warm,High,28753.65,4.570544464729416,10.656872456547575
Brazil,Sweet potatoes,2013,1761.0,111654.5,17.84,High,Cool,Very High,31416.239999999998,1.1724724711277097,11.62317351713876
Malawi,Cassava,2010,1181.0,584.12,21.34,Moderate,Warm,Low,25202.54,349.1779464041564,6.371816954401071
Uruguay,"Rice, paddy",2009,1300.0,13475.41,16.96,Moderate,Cool,Medium,22048.0,5.943719432697581,9.508696028521925
Indonesia,Cassava,1991,2702.0,3259.0,27.05,Very High,Warm,Medium,73089.1,37.1,8.089482474360754
India,"Rice, paddy",2004,1083.0,35113.0,26.24,Moderate,Warm,High,28417.92,0.8474112889445805,10.466355190329153
Mauritania,Sorghum,1998,92.0,39.09,28.52,Very Low,Warm,Low,2623.84,116.6625093539536,3.6911269266544156
Mexico,Maize,1998,758.0,34468.93,16.21,Low,Cool,High,12287.18,0.6796938665091574,10.44784262875747
Japan,"Rice, paddy",2008,1668.0,58750.0,15.96,High,Cool,Very High,26621.280000000002,1.1537846164320607,10.981063453138141
Iraq,Potatoes,2008,216.0,1245.94,24.09,Very Low,Warm,Low,5203.44,84.75868927133622,7.128447829045305
India,Sorghum,2011,1083.0,55540.0,24.35,Moderate,Warm,Very High,26371.050000000003,0.17081075241713328,10.924876765740112
Croatia,Soybeans,1997,1113.0,3026.25,10.18,Moderate,Cool,Medium,11330.34,8.133454455363779,8.015409895634475
India,Wheat,1995,1083.0,61257.0,26.01,Moderate,Warm,Very High,28168.83,0.4177413562310229,11.022849732122834
Canada,Soybeans,1994,537.0,29206.0,5.95,Low,Cold,High,3195.15,0.939740473174239,10.282163685554078
Malaysia,Sweet potatoes,1992,2875.0,39406.48,27.05,Very High,Warm,High,77768.75,2.7913482415013595,10.581710924982964
India,Soybeans,1990,1083.0,75000.0,25.16,Moderate,Warm,Very High,27248.28,0.1352648631351582,11.225256725762893
Angola,"Rice, paddy",2002,1010.0,40.0,24.79,Moderate,Warm,Low,25037.899999999998,321.9024390243902,3.713572066704308
Canada,Soybeans,1999,537.0,44293.0,6.02,Low,Cold,High,3232.74,0.6253217140018964,10.698604506679791
France,Soybeans,2008,867.0,78577.0,11.28,Low,Cool,Very High,9779.76,0.36888187533406297,11.271847041019651
Honduras,Soybeans,1997,1976.0,6980.0,25.03,High,Warm,Medium,49459.28,2.8649190660363844,8.850947451970402
Brazil,"Rice, paddy",1991,1761.0,58349.44,20.13,High,Warm,Very High,35448.93,0.39451287770923404,10.974222178388928
Spain,Sweet potatoes,1999,636.0,33614.0,17.14,Low,Cool,High,10901.04,4.78137736129704,10.422727674903138
India,Wheat,1992,1083.0,70791.0,25.89,Moderate,Warm,Very High,28038.87,0.33817380494971183,11.167501278947187
India,Wheat,1999,1083.0,46195.0,24.9,Moderate,Warm,Very High,26966.699999999997,0.5606762490258896,10.740648493234978
Ecuador,Sorghum,2009,2274.0,9666.87,22.42,Very High,Warm,Medium,50983.08,1.701202022782681,9.176563295311787
Mauritania,"Rice, paddy",1997,92.0,39.09,28.28,Very Low,Warm,Low,2601.76,927.637814916438,3.6911269266544156
Italy,Soybeans,2008,832.0,79643.0,7.91,Low,Cold,Very High,6581.12,0.40330721711616696,11.285321982933926
Guatemala,Sorghum,1995,1996.0,12004.33,19.98,High,Cool,Medium,39880.08,0.9670704595375554,9.393105996823989
France,"Rice, paddy",2007,867.0,77255.0,11.75,Low,Cool,Very High,10187.25,0.6000051775913845,11.254879861646753
Algeria,Potatoes,1992,89.0,1215.47,16.27,Very Low,Cool,Low,1448.03,88.71324405862865,7.103708501007039
Spain,Wheat,2008,636.0,40719.0,11.92,Low,Cool,High,7581.12,0.7977161100196464,10.614474651224404
Papua New Guinea,Sorghum,1994,3142.0,176.0,25.07,Very High,Warm,Low,78769.94,137.2090395480226,5.176149732573829
Kenya,Potatoes,2008,630.0,1578.0,16.66,Low,Cool,Low,10495.8,136.04496516782774,7.364547014255642
India,Wheat,1996,1083.0,56114.0,27.37,Moderate,Warm,Very High,29641.710000000003,0.4424485431702753,10.935158435450356
India,Cassava,2000,1083.0,44957.52,25.35,Moderate,Warm,High,27454.050000000003,5.125302167420102,10.713495565876292
Italy,"Rice, paddy",2006,832.0,74349.0,8.15,Low,Cold,Very High,6780.8,0.8442770679219905,11.216538951888301
Mexico,Wheat,1998,758.0,34468.93,20.31,Low,Warm,High,15394.98,1.2206871322338049,10.44784262875747
Brazil,Wheat,2011,1761.0,111654.5,25.28,High,Warm,Very High,44518.08,0.23825069074071586,11.62317351713876
Canada,Soybeans,2005,537.0,36363.0,7.89,Low,Cold,High,4236.929999999999,0.7447475525244748,10.50133455324175
Romania,Maize,2004,637.0,6778.2,11.63,Low,Cool,Medium,7408.31,6.711263865942884,8.821614379872294
India,Soybeans,1996,1083.0,56114.0,24.78,Moderate,Warm,Very High,26836.74,0.1838902254299207,10.935158435450356
Dominican Republic,"Rice, paddy",1992,1410.0,4971.0,26.45,Moderate,Warm,Medium,37294.5,18.05450522928399,8.511577452630602
Italy,Sorghum,1990,832.0,100596.4,12.83,Low,Cool,Very High,10674.56,0.4794756126897912,11.518881691383372
Brazil,Wheat,2001,1761.0,111654.5,22.14,High,Warm,Very High,38988.54,0.1745368566707417,11.62317351713876
India,Soybeans,2008,1083.0,14485.33,25.68,Moderate,Warm,Medium,27811.44,0.7189536618315336,9.580960725111565
Pakistan,Wheat,2001,494.0,11871.0,25.18,Very Low,Warm,Medium,12438.92,1.9587264150943395,9.381937965407161
Germany,Soybeans,1999,700.0,30019.0,5.55,Low,Cold,High,3885.0,0.8664223850766156,10.309619105187453
Canada,Potatoes,1992,537.0,29387.0,8.05,Low,Cold,High,4322.85,4.021131073907718,10.288341706740168
India,Soybeans,1993,1083.0,66388.0,24.34,Moderate,Warm,Very High,26360.22,0.16353612797300757,11.103286659090351
Mexico,"Rice, paddy",2001,758.0,31373.3,19.32,Low,Cool,High,14644.56,1.3570342605253345,10.353744365428224
Malawi,"Rice, paddy",2013,1181.0,1500.27,19.68,Moderate,Cool,Low,23242.079999999998,12.771853164320875,7.314066695536927
Switzerland,Potatoes,2001,1537.0,1561.9,7.82,High,Cold,Low,12019.34,147.43489666645337,7.354298348848148
Albania,Maize,2013,1485.0,982.32,17.41,Moderate,Cool,Low,25853.85,70.71248423707439,6.890934601251794
Iraq,Soybeans,2006,216.0,824.14,23.82,Very Low,Warm,Low,5145.12,11.022371961121749,6.715553068907476
